id,id_partido,id_persona,id_tipo_accion,minuto
1411,66,372,9,58
1412,66,19,9,11
1413,264,27,11,70
1414,66,31,9,88
1416,66,27,9,46
1417,66,20,9,49
1418,6,465,12,33
1420,66,19,6,20
1421,67,285,10,85
1422,67,276,10,29
1423,377,435,1,28
1424,67,59,6,49
1425,188,486,12,15
1426,67,157,6,77
1427,67,285,13,81
1429,67,278,9,20
1431,285,20,1,62
1432,67,287,9,37
1433,67,215,6,46
1434,67,199,10,87
1435,67,227,10,69
1436,67,47,9,82
1437,67,215,9,53
1438,67,199,13,32
1439,67,226,9,65
1440,67,194,9,51
1441,67,472,9,3
1442,309,352,11,88
1444,68,578,6,24
1445,68,438,10,33
1446,68,441,10,36
1447,68,437,6,49
1448,68,311,10,28
1449,68,302,9,53
1450,81,588,2,76
1451,298,412,2,18
1452,68,308,9,90
1453,68,312,6,29
1454,68,338,9,61
1456,68,311,9,4
1457,68,316,9,78
1458,68,315,6,29
1459,28,392,1,85
1460,68,262,6,33
1461,68,316,10,10
1462,69,648,9,82
1463,69,293,9,35
1464,69,293,10,63
1465,69,646,9,63
1466,69,521,9,85
1467,69,646,10,81
1468,69,597,6,61
1469,69,642,6,70
1470,69,650,9,3
1471,69,249,9,77
1472,69,449,6,14
1473,69,181,10,50
1474,69,169,10,42
1475,69,183,10,65
1476,69,179,6,88
1477,69,433,9,24
1478,69,170,9,26
1479,69,175,9,32
1480,69,181,9,39
1481,69,168,9,58
1482,234,22,7,43
1483,69,622,9,31
1484,69,169,6,25
1485,70,311,6,62
1486,70,317,10,24
1487,70,320,10,45
1488,70,316,6,63
1489,70,316,9,79
1490,70,315,9,81
1491,233,381,2,23
1492,70,309,10,19
1493,70,320,10,12
1494,70,311,9,77
1495,70,294,9,33
1496,70,304,6,53
1497,70,327,6,60
1498,70,326,6,38
1499,70,207,9,19
1500,70,350,9,33
1501,70,341,10,27
1502,70,348,10,13
1503,70,345,6,49
1504,70,339,10,71
1505,71,669,9,78
1506,208,114,2,53
1507,71,674,9,38
1508,71,659,9,90
1509,71,666,9,4
1510,71,687,9,46
1511,71,684,9,90
1512,71,317,10,57
1513,71,320,10,84
1514,71,311,10,16
1515,71,315,10,32
1516,71,315,10,49
1517,71,315,10,74
1518,71,320,10,4
1519,71,298,9,65
1520,71,293,9,54
1521,188,314,12,73
1522,71,312,9,17
1523,71,299,9,46
1524,71,311,9,30
1525,71,302,9,62
1526,71,315,10,10
1527,71,302,10,17
1528,72,289,6,54
1529,72,42,6,36
1530,72,60,6,45
1531,72,564,9,51
1532,72,579,9,28
1533,72,518,9,55
1534,72,53,9,52
1535,72,60,9,45
1536,72,59,9,11
1537,72,359,6,57
1538,72,370,6,48
1539,72,551,6,34
1540,72,359,9,29
1541,72,358,9,27
1542,72,551,9,68
1543,72,372,9,4
1544,72,373,9,40
1545,247,11,7,25
1546,72,371,9,14
1547,72,655,6,4
1548,72,355,6,69
1549,73,345,10,84
1550,73,330,6,21
1551,73,339,10,56
1552,73,330,9,68
1553,73,327,9,27
1554,73,339,9,70
1555,73,336,9,56
1556,73,345,9,90
1557,73,344,9,18
1558,73,314,9,17
1559,73,408,9,56
1560,73,401,9,22
1561,73,403,9,90
1562,73,413,9,44
1563,73,410,9,35
1564,74,465,10,66
1565,74,81,10,20
1566,74,461,9,16
1567,74,458,9,27
1568,74,448,6,54
1569,74,81,9,10
1570,84,173,5,79
1571,74,476,9,45
1572,74,447,6,50
1573,74,456,9,88
1574,74,468,9,55
1575,74,504,6,20
1576,74,487,6,21
1577,74,490,9,68
1578,74,498,9,32
1579,74,486,6,15
1580,74,484,9,22
1581,74,494,9,5
1582,74,717,9,73
1583,74,504,9,3
1584,55,173,1,45
1585,75,179,10,7
1586,75,181,10,22
1587,75,175,9,2
1588,220,445,1,15
1589,259,555,2,11
1590,75,182,9,59
1591,75,181,9,36
1592,75,437,9,40
1593,75,166,10,32
1594,75,182,10,67
1595,75,183,10,62
1596,75,182,10,89
1597,75,159,9,24
1598,75,455,9,55
1599,75,437,10,39
1600,75,243,10,46
1601,75,255,10,69
1602,75,234,6,73
1603,75,510,9,47
1604,75,258,9,61
1605,75,248,9,8
1606,75,255,9,23
1607,75,249,9,4
1608,75,246,9,79
1609,75,234,10,51
1610,75,258,10,13
1611,75,241,6,72
1612,75,251,6,85
1613,76,212,10,84
1614,76,472,10,22
1615,76,196,6,44
1616,76,213,9,80
1617,76,213,9,4
1618,76,212,10,90
1619,76,47,9,20
1620,76,215,9,12
1621,76,189,9,19
1622,202,284,12,5
1623,76,519,9,4
1624,76,227,6,48
1625,76,111,6,62
1626,76,110,9,3
1627,76,102,9,31
1628,76,114,9,44
1629,76,117,9,59
1630,76,115,10,20
1631,76,114,10,71
1632,279,19,1,50
1633,76,98,10,69
1634,76,108,10,49
1635,76,98,6,53
1636,76,548,9,55
1637,76,121,9,77
1638,76,108,6,19
1639,76,111,10,15
1640,77,315,6,9
1641,77,338,9,25
1642,77,316,9,68
1643,77,315,9,23
1644,77,317,9,25
1645,77,584,6,24
1646,77,571,10,66
1647,77,584,9,28
1648,77,585,9,38
1649,141,545,1,1
1650,77,56,9,90
1651,77,582,9,14
1652,77,570,9,55
1653,77,573,9,10
1654,78,151,9,90
1655,78,150,9,49
1656,78,439,6,72
1657,145,249,12,59
1658,78,433,6,34
1659,78,431,10,66
1660,78,441,10,48
1661,78,438,9,25
1662,78,426,9,30
1663,54,22,11,4
1664,78,440,9,55
1665,78,435,9,28
1666,78,441,9,11
1667,78,444,9,1
1668,79,545,10,18
1669,180,583,1,39
1670,79,564,10,65
1671,79,555,6,76
1672,79,539,6,48
1673,331,248,2,57
1674,79,555,9,7
1675,79,559,9,7
1676,79,552,6,28
1677,79,22,9,26
1678,79,564,9,21
1679,79,551,9,69
1680,79,556,9,20
1681,79,559,6,25
1683,79,560,6,38
1684,79,268,10,17
1686,79,276,10,13
1687,79,286,10,72
1688,79,286,10,16
1689,79,285,10,62
1690,79,107,6,29
1691,79,274,13,38
1692,63,53,2,54
1694,80,20,6,24
1695,80,20,9,15
1696,80,304,9,35
1697,80,19,9,22
1698,80,27,9,37
1699,80,19,9,63
1700,80,28,9,70
1701,158,195,12,5
1702,80,27,10,40
1703,283,151,12,79
1704,80,642,6,7
1705,80,650,10,63
1706,80,648,10,64
1707,80,644,9,57
1708,80,641,9,37
1709,172,476,1,58
1710,80,648,9,1
1711,80,293,9,77
1712,80,249,10,69
1713,80,293,10,83
1714,231,121,1,34
1715,80,249,9,2
1716,80,635,9,43
1717,80,19,10,45
1718,80,21,10,12
1719,80,304,6,31
1723,80,21,10,89
1725,80,27,9,24
1726,80,19,9,46
1727,80,304,9,54
1728,105,673,7,3
1729,75,182,1,42
1730,29,280,5,56
1733,80,28,9,57
1734,80,227,6,63
1735,80,196,6,3
1736,80,212,6,70
1737,80,240,9,82
1738,80,539,9,83
1739,6,141,1,84
1740,80,199,6,4
1741,80,47,9,9
1742,80,215,9,33
1743,80,472,9,47
1744,304,472,7,49
1745,80,206,9,9
1746,80,215,10,31
1747,80,539,10,23
1748,80,213,6,73
1749,208,302,1,8
1750,81,579,10,83
1751,81,585,10,73
1752,81,584,10,65
1753,81,590,10,23
1754,81,573,10,71
1755,81,585,10,54
1756,81,584,10,40
1757,81,571,10,8
1758,81,579,9,51
1759,81,612,9,20
1760,81,582,9,56
1761,159,82,12,44
1762,81,590,9,40
1763,81,587,9,5
1765,81,203,9,3
1766,81,585,10,67
1767,81,585,10,13
1768,81,612,10,34
1769,81,588,6,3
1770,81,588,9,67
1771,26,456,7,1
1772,81,42,9,69
1773,81,579,9,33
1774,81,242,9,80
1775,81,43,6,64
1776,81,36,13,69
1778,81,564,9,12
1779,81,46,9,79
1780,81,518,6,52
1781,82,278,10,39
1782,82,465,10,31
1783,82,460,10,19
1784,236,554,7,9
1785,82,81,10,85
1786,82,476,9,25
1787,82,458,9,43
1788,82,81,9,65
1789,82,471,9,20
1790,9,444,7,88
1791,82,456,6,46
1792,82,465,9,19
1793,82,427,9,40
1794,82,392,10,14
1795,82,314,10,20
1796,82,401,6,53
1797,82,407,10,56
1798,82,314,10,50
1799,82,401,9,58
1800,82,410,9,49
1801,82,410,6,61
1802,82,407,6,59
1803,82,314,9,36
1804,82,403,9,60
1805,82,413,9,88
1806,82,412,9,27
1807,47,213,1,37
1808,83,597,6,42
1809,83,637,6,89
1810,83,633,10,30
1811,83,650,10,53
1812,83,293,9,62
1813,83,654,9,6
1814,89,320,11,41
1815,83,644,9,46
1816,83,646,9,81
1817,83,521,9,66
1818,83,651,9,73
1819,83,650,6,83
1820,83,564,6,61
1821,297,249,7,44
1822,83,543,6,67
1823,83,542,10,26
1824,83,564,10,11
1825,83,555,9,27
1826,83,551,9,41
1827,83,548,9,77
1828,83,22,9,72
1829,323,557,1,60
1830,83,563,9,84
1831,83,560,9,88
1832,276,491,5,62
1833,83,560,6,80
1834,83,557,6,77
1835,84,139,10,84
1836,84,173,10,63
1837,84,129,6,67
1838,84,136,6,6
1839,84,150,9,60
1840,84,147,9,25
1841,84,132,10,28
1842,89,476,1,27
1843,84,147,10,41
1844,190,110,2,70
1845,84,147,6,54
1846,84,173,9,71
1847,84,151,9,63
1848,56,497,5,65
1849,84,26,6,57
1850,84,661,10,38
1851,104,114,12,63
1852,84,725,10,1
1853,84,669,6,37
1854,84,593,9,79
1855,111,317,1,52
1856,84,690,9,56
1857,84,684,9,64
1858,84,687,9,62
1859,84,687,6,3
1860,164,315,1,50
1861,84,666,9,52
1862,84,605,9,54
1863,84,683,10,75
1864,84,709,10,87
1865,84,725,10,67
1866,84,687,10,50
1867,84,725,6,21
1868,84,725,10,18
1869,84,687,10,65
1870,84,684,10,29
1871,84,687,10,15
1872,85,491,9,50
1873,85,504,9,22
1874,85,497,9,42
1875,85,717,9,90
1876,85,494,9,34
1877,165,717,1,51
1878,85,484,9,21
1879,85,496,6,28
1880,85,498,10,71
1881,85,498,6,13
1882,85,110,6,35
1883,85,548,10,31
1884,85,115,5,78
1885,85,100,6,88
1886,85,115,6,26
1888,85,114,9,44
1889,85,96,9,79
1890,85,99,9,31
1891,85,110,9,46
1892,85,111,9,17
1893,147,437,5,44
1894,86,355,9,64
1895,86,358,9,30
1896,86,381,9,46
1897,86,673,9,59
1898,86,373,6,37
1899,86,370,6,50
1900,86,366,9,58
1901,86,371,9,76
1902,86,371,10,79
1903,86,342,10,85
1904,86,345,10,40
1905,321,23,1,71
1906,86,334,6,15
1907,86,341,10,73
1908,86,207,10,45
1909,86,341,10,9
1910,86,348,10,69
1911,86,326,6,13
1912,86,342,9,79
1913,86,336,9,49
1914,86,207,9,53
1915,86,339,9,27
1916,86,321,6,53
1917,86,348,9,89
1918,86,349,9,30
1919,187,370,1,82
1920,86,341,10,67
1921,86,349,10,63
1922,335,639,11,20
1923,87,262,6,50
1924,87,299,9,79
1925,87,313,9,19
1926,87,311,9,57
1927,87,316,9,32
1928,4,371,1,37
1929,87,262,10,3
1930,87,308,10,83
1931,87,338,9,78
1932,87,317,9,45
1933,87,179,10,75
1934,87,183,9,48
1935,87,437,9,2
1936,87,166,6,88
1937,87,166,9,46
1938,249,489,7,7
1939,81,612,11,7
1940,87,455,9,66
1941,87,175,10,45
1942,87,437,10,86
1943,87,175,9,37
1944,87,182,9,84
1945,88,438,6,50
1946,88,431,6,37
1947,88,425,10,24
1948,88,439,10,55
1949,88,440,9,89
1950,16,370,11,83
1951,322,176,5,47
1952,88,435,9,10
1953,88,441,9,83
1954,88,426,9,35
1955,88,157,6,10
1956,88,268,9,83
1959,88,278,9,48
1960,276,36,5,90
1961,88,287,9,87
1962,88,284,9,61
1963,89,238,6,36
1964,89,255,9,89
1966,89,251,9,16
1967,275,575,7,70
1968,320,314,12,49
1969,89,431,6,55
1970,89,244,6,82
1971,89,243,6,12
1972,89,235,6,37
1974,164,551,1,30
1975,89,243,9,12
1976,89,258,9,45
1977,89,253,9,53
1978,89,476,9,20
1979,89,241,6,35
1980,89,310,10,42
1981,89,320,10,22
1982,89,293,10,38
1983,236,400,12,10
1984,89,316,10,42
1985,296,543,11,15
1986,89,311,9,22
1987,89,309,9,24
1988,89,310,10,53
1989,89,320,10,15
1990,89,316,10,74
1991,89,320,10,14
1992,89,308,10,77
1993,89,320,10,22
1994,89,310,9,38
1995,328,554,5,28
1996,89,312,9,6
1997,89,315,9,79
1998,89,317,9,52
1999,90,157,9,4
2000,90,181,9,51
2001,90,169,9,2
2002,119,287,7,49
2003,90,622,9,24
2004,201,358,5,84
2005,90,159,6,83
2006,90,175,9,58
2007,90,437,9,33
2008,90,183,6,57
2009,90,5,10,48
2010,90,20,10,40
2011,90,21,10,25
2012,90,27,9,12
2013,302,427,5,73
2014,90,19,9,72
2015,256,165,7,72
2016,90,20,9,39
2017,90,31,9,51
2018,90,21,9,10
2020,158,50,12,17
2021,201,360,12,15
2022,91,413,10,46
2023,91,397,10,37
2024,91,392,10,80
2025,91,405,10,86
2026,91,314,10,44
2027,91,314,9,73
2028,91,412,9,51
2029,91,405,6,22
2030,91,338,9,31
2031,91,317,9,32
2032,91,308,9,11
2033,91,307,9,79
2034,91,317,6,22
2035,91,315,9,29
2036,91,301,9,40
2037,91,312,10,84
2038,91,317,10,77
2039,92,308,10,38
2040,92,320,10,83
2041,92,310,9,72
2042,92,312,9,89
2043,92,317,10,45
2044,92,312,10,38
2045,92,315,9,70
2046,92,316,9,63
2047,92,309,9,9
2048,92,318,9,65
2049,92,318,6,52
2050,92,298,6,86
2051,92,673,10,90
2052,92,372,10,20
2053,92,364,9,68
2054,92,371,9,53
2055,102,395,2,72
2056,92,370,10,79
2057,92,383,10,12
2058,92,373,9,65
2059,92,358,9,80
2060,92,370,9,90
2061,92,366,9,23
2062,92,358,6,80
2063,92,655,6,70
2064,93,552,6,46
2065,93,557,6,51
2066,93,543,6,24
2067,93,551,9,73
2068,93,22,9,53
2069,93,552,9,74
2070,93,548,9,60
2071,93,555,9,82
2072,93,559,9,75
2073,93,583,6,37
2074,93,587,6,16
2075,93,583,9,21
2076,93,587,9,76
2077,21,348,11,21
2078,93,203,9,76
2079,93,612,9,75
2080,93,573,10,42
2081,93,573,10,45
2082,93,579,10,81
2083,93,590,9,86
2084,93,47,9,18
2086,94,345,6,43
2087,94,321,6,4
2088,94,339,9,50
2089,94,333,9,12
2090,262,47,5,28
2091,94,326,9,66
2092,94,207,9,15
2093,94,350,9,30
2094,94,349,9,13
2095,94,521,10,76
2096,94,654,10,73
2097,94,648,6,64
2098,94,648,9,17
2099,94,650,9,44
2100,94,521,6,86
2101,94,249,9,63
2102,94,646,9,13
2103,94,641,9,67
2104,94,293,9,53
2105,94,625,6,74
2106,124,381,5,4
2107,94,521,10,85
2108,94,293,10,7
2109,95,709,9,73
2110,95,684,9,34
2111,95,682,9,77
2112,95,674,9,25
2113,95,684,6,64
2114,95,683,6,11
2115,95,666,9,21
2117,95,471,10,83
2118,95,427,10,54
2119,95,451,6,48
2120,95,469,6,87
2121,95,456,9,67
2122,95,458,9,72
2123,95,469,9,12
2124,217,253,2,61
2125,95,460,9,50
2126,95,466,9,12
2127,95,381,9,87
2128,96,287,9,39
2129,96,284,9,47
2130,96,59,9,64
2132,96,278,9,64
2133,96,272,9,23
2134,96,266,6,75
2135,96,157,6,9
2136,96,238,6,52
2137,96,235,6,15
2138,68,441,2,88
2139,96,243,10,5
2140,96,431,10,52
2141,96,431,10,49
2142,96,253,10,83
2143,96,431,9,12
2144,96,258,9,43
2145,96,244,6,45
2146,96,243,9,85
2147,96,248,9,83
2148,96,253,9,84
2149,96,246,9,23
2150,96,258,10,28
2151,96,248,10,48
2152,205,196,2,74
2153,97,52,6,87
2154,97,579,10,32
2155,97,46,10,78
2156,97,50,9,1
2157,97,490,9,44
2158,172,81,5,21
2159,97,59,9,45
2160,97,564,9,6
2161,97,40,9,82
2162,97,56,9,24
2163,97,498,6,29
2164,97,491,6,60
2165,97,245,10,1
2166,97,497,10,79
2167,97,498,10,2
2168,97,495,10,5
2169,97,496,6,42
2170,97,717,9,55
2171,97,496,9,70
2172,97,245,9,90
2173,97,490,9,37
2174,97,717,6,4
2175,97,498,9,46
2176,97,504,9,62
2177,98,215,9,52
2178,98,519,9,1
2179,98,47,10,68
2180,98,227,10,2
2182,176,490,11,70
2183,98,47,9,30
2184,98,196,9,62
2185,98,206,9,19
2186,285,31,11,25
2187,243,111,5,20
2188,98,539,9,45
2189,98,212,6,46
2190,98,437,10,8
2191,98,429,10,46
2192,98,437,10,28
2193,98,440,10,37
2194,322,175,1,10
2195,98,435,9,67
2196,98,440,9,59
2197,186,47,12,40
2198,144,494,12,65
2199,98,441,6,18
2200,98,433,6,33
2201,98,433,10,24
2202,98,441,10,89
2203,98,435,10,84
2204,357,408,1,52
2205,98,441,9,13
2206,98,424,9,75
2207,98,433,9,47
2208,98,99,9,81
2209,99,100,10,69
2210,99,96,10,81
2211,99,121,10,54
2212,99,644,9,33
2213,99,114,9,51
2214,99,121,9,78
2215,99,108,9,89
2216,99,96,6,88
2217,99,548,9,39
2218,99,117,9,68
2220,99,140,9,87
2221,99,132,10,38
2222,99,151,10,28
2223,99,151,9,34
2224,99,150,9,62
2225,99,173,9,10
2226,205,472,5,4
2227,99,26,9,55
2228,99,128,6,34
2229,100,427,10,52
2230,100,458,9,90
2231,100,381,9,44
2232,100,466,6,53
2233,100,456,9,90
2234,100,460,9,35
2235,100,427,9,24
2236,100,81,9,53
2237,100,451,6,2
2238,100,206,6,50
2239,100,213,9,62
2240,100,215,9,53
2241,100,240,6,2
2242,100,47,9,66
2244,100,206,9,49
2246,204,659,1,89
2247,101,232,13,55
2248,101,232,9,19
2249,101,510,9,64
2250,101,255,9,30
2251,101,258,9,67
2252,101,238,9,5
2253,101,239,9,86
2254,101,244,9,77
2255,101,252,9,16
2256,101,431,6,63
2257,302,278,7,52
2258,162,424,7,22
2259,101,326,10,11
2260,101,345,10,36
2261,101,326,6,61
2262,101,345,6,50
2263,102,573,10,29
2264,102,582,10,26
2265,38,56,5,59
2266,102,203,9,84
2267,102,612,9,39
2268,102,573,6,86
2269,102,583,9,30
2270,102,590,9,46
2271,351,355,12,26
2272,102,585,9,53
2273,102,586,9,6
2274,102,413,9,36
2275,102,410,9,87
2276,102,407,6,89
2277,102,403,9,83
2278,102,412,9,83
2279,102,314,6,47
2280,102,410,10,43
2281,102,412,10,12
2282,102,396,6,7
2283,102,314,9,89
2284,102,395,9,85
2285,18,271,5,45
2286,102,400,6,64
2287,103,320,6,2
2288,188,403,2,51
2289,103,262,9,52
2290,251,313,12,78
2291,103,294,9,73
2292,103,294,6,13
2293,103,307,9,75
2294,103,317,9,86
2295,103,296,10,79
2296,103,317,10,42
2297,103,296,9,49
2298,103,316,9,44
2299,103,518,10,2
2300,103,60,10,58
2301,103,518,6,54
2302,103,46,6,12
2303,103,50,9,32
2304,103,42,9,20
2305,103,60,9,39
2306,103,564,9,74
2307,103,36,6,47
2308,103,579,9,84
2309,103,59,9,9
2310,104,524,6,31
2311,104,642,10,47
2312,104,654,10,49
2313,104,521,10,20
2314,104,642,9,86
2315,71,312,11,5
2316,220,445,2,23
2317,38,584,12,85
2318,104,249,9,83
2319,104,646,9,29
2320,104,293,9,31
2321,104,293,6,48
2322,104,650,9,28
2323,104,648,9,32
2324,104,110,6,61
2325,275,575,7,66
2326,104,105,9,46
2327,104,644,9,55
2328,362,96,1,39
2330,104,114,9,83
2331,104,548,9,84
2332,104,117,9,6
2333,105,383,10,86
2334,105,673,9,10
2335,105,371,9,74
2336,105,372,9,83
2337,105,381,9,31
2338,105,370,6,60
2339,105,358,9,69
2340,105,360,9,30
2341,105,364,6,26
2342,105,381,6,2
2344,6,151,12,71
2345,105,543,6,49
2346,273,248,7,89
2347,105,556,6,41
2348,105,539,10,14
2349,105,552,10,89
2350,105,559,6,15
2351,105,564,6,79
2352,105,548,9,57
2353,105,560,9,25
2354,105,542,9,30
2355,105,562,9,9
2356,106,497,10,44
2357,106,497,6,28
2358,249,107,1,68
2359,106,491,9,68
2360,106,504,9,88
2361,106,490,9,30
2362,106,483,9,5
2363,106,433,10,36
2364,364,564,2,12
2365,341,248,2,73
2366,304,161,11,35
2367,129,490,11,17
2368,106,169,10,5
2369,106,169,9,77
2370,106,157,9,35
2371,106,177,6,37
2372,106,179,9,37
2373,106,424,9,32
2374,106,622,9,71
2375,106,175,9,39
2376,107,140,6,17
2377,107,140,9,37
2378,107,139,9,37
2379,107,147,6,30
2380,107,136,9,21
2381,107,131,9,64
2383,107,173,9,16
2385,107,268,6,59
2386,107,157,6,1
2387,107,268,9,38
2388,107,287,9,37
2389,107,278,9,27
2390,107,267,9,12
2391,43,403,7,16
2392,107,285,9,25
2393,103,518,1,65
2396,82,465,2,5
2397,107,59,6,80
2398,108,304,6,26
2399,108,328,6,12
2402,341,233,5,3
2403,108,21,10,7
2404,108,27,9,2
2405,108,19,9,16
2406,48,622,7,28
2407,108,5,6,60
2408,108,21,9,34
2409,108,16,9,84
2410,108,20,9,8
2411,108,28,9,12
2412,214,305,2,23
2413,108,725,6,60
2414,108,683,6,63
2415,108,280,6,55
2416,108,593,9,63
2417,108,684,9,70
2418,108,687,9,45
2419,108,709,9,4
2421,108,661,9,70
2423,109,431,9,8
2424,201,587,12,26
2425,109,426,9,75
2426,109,438,6,31
2427,109,433,10,18
2428,109,441,10,26
2429,109,578,10,48
2430,109,441,10,73
2431,109,441,9,58
2432,109,424,9,39
2433,109,440,9,38
2434,109,430,9,67
2435,81,588,1,53
2436,109,290,13,22
2437,109,293,10,67
2438,109,320,10,23
2439,109,293,6,33
2440,109,312,9,48
2441,109,305,9,2
2442,109,316,9,22
2443,109,319,9,58
2444,109,304,9,88
2445,109,318,9,59
2446,109,293,10,73
2447,109,319,10,3
2448,110,157,6,88
2449,110,175,9,41
2450,110,169,9,57
2451,110,181,9,46
2452,110,159,6,20
2453,110,622,9,10
2454,110,154,6,86
2455,110,433,9,14
2456,110,424,9,9
2457,110,575,10,5
2458,110,571,10,48
2459,110,573,10,46
2460,110,583,10,62
2461,209,456,1,8
2462,110,586,9,89
2463,110,582,9,2
2464,110,585,9,72
2465,110,587,9,38
2466,110,567,6,44
2467,78,441,7,44
2468,110,586,10,6
2469,110,587,10,46
2470,110,579,9,54
2471,110,612,9,3
2472,111,543,10,72
2473,111,557,10,34
2474,111,560,10,51
2475,111,564,6,1
2476,111,543,13,6
2477,356,122,11,2
2478,3,206,7,54
2479,111,22,9,17
2480,111,555,9,59
2481,202,286,11,60
2482,111,551,9,89
2483,111,546,9,50
2484,111,551,10,79
2485,111,563,10,26
2486,69,449,12,10
2487,111,563,6,87
2488,80,21,1,40
2489,111,315,10,3
2490,111,320,10,28
2491,111,315,10,70
2492,111,296,10,61
2493,111,317,6,56
2494,111,338,9,7
2495,111,317,9,70
2496,111,296,13,81
2497,111,301,9,29
2498,111,294,9,13
2499,111,312,6,69
2500,111,302,9,6
2501,111,307,9,24
2502,112,213,6,65
2503,112,539,9,55
2504,112,472,9,3
2505,112,47,9,69
2506,112,519,9,57
2507,112,206,9,45
2508,112,215,9,60
2509,112,227,10,44
2510,234,651,1,20
2511,112,519,10,46
2512,112,196,10,32
2513,112,195,6,52
2514,112,189,6,43
2515,112,551,6,50
2516,112,372,9,52
2517,112,551,9,60
2518,112,360,6,78
2519,112,381,9,55
2520,112,358,9,8
2521,112,371,9,84
2522,112,366,9,83
2523,112,371,6,60
2524,113,407,10,61
2525,113,393,10,63
2526,113,396,6,60
2527,113,396,10,89
2528,113,413,10,40
2529,113,396,10,89
2530,113,314,10,32
2531,113,407,6,76
2532,113,410,9,1
2533,113,413,9,71
2534,113,412,9,58
2535,113,314,9,26
2536,113,597,10,42
2537,113,650,10,7
2538,113,654,6,55
2539,113,650,10,14
2540,109,290,7,74
2541,113,521,10,77
2542,113,524,10,27
2543,113,648,9,10
2544,113,293,9,14
2545,113,650,6,26
2546,113,646,9,15
2547,247,20,5,3
2548,113,521,9,29
2549,113,249,9,4
2550,113,644,9,41
2551,113,293,6,63
2552,114,690,4,86
2553,114,687,10,16
2554,114,725,10,78
2555,114,690,10,82
2556,85,110,2,77
2557,114,659,10,48
2558,315,317,2,75
2559,114,678,6,44
2560,114,605,9,69
2561,114,669,9,45
2562,114,709,9,20
2563,114,690,9,17
2564,114,678,9,15
2565,114,684,9,58
2566,114,687,10,21
2567,114,684,10,37
2568,114,687,10,63
2569,114,656,10,50
2570,114,687,6,32
2571,114,249,6,31
2572,114,249,9,64
2574,114,252,9,1
2575,114,258,9,33
2576,114,252,10,31
2577,114,431,10,35
2578,114,235,6,5
2580,114,238,9,85
2581,114,476,9,34
2582,114,510,9,16
2583,114,246,9,30
2584,115,36,10,4
2585,115,60,10,59
2586,115,48,9,42
2587,115,564,9,23
2588,115,242,6,75
2589,115,40,10,46
2590,115,581,10,88
2591,115,53,9,49
2592,115,581,9,42
2593,115,579,9,51
2594,115,490,9,52
2595,115,33,6,89
2596,115,518,6,54
2597,115,427,10,14
2598,32,371,1,6
2599,208,316,11,81
2600,302,585,5,6
2601,115,471,10,71
2602,198,239,5,27
2603,115,81,9,51
2604,115,456,9,25
2605,115,476,9,26
2606,308,320,2,30
2607,115,471,9,37
2608,115,448,6,75
2609,115,457,6,51
2610,115,466,9,78
2611,115,381,9,46
2612,116,111,6,2
2613,116,114,10,17
2614,116,121,10,79
2615,344,651,12,30
2616,116,114,9,20
2618,116,108,9,87
2619,116,548,9,67
2620,116,433,9,51
2621,116,435,9,26
2622,116,441,9,20
2623,116,440,9,9
2624,116,444,9,22
2625,116,99,9,2
2626,116,437,6,8
2627,117,317,10,9
2628,117,293,10,17
2629,117,317,6,70
2630,117,316,10,30
2631,117,304,6,17
2632,117,317,10,19
2633,117,320,10,7
2634,117,316,9,27
2635,117,308,9,33
2636,117,312,9,31
2637,117,318,9,59
2638,117,293,10,55
2639,117,318,10,8
2640,117,305,9,3
2641,117,240,9,32
2643,117,304,9,29
2644,117,27,9,77
2645,117,19,9,3
2646,117,16,9,11
2647,117,19,9,52
2648,118,326,10,69
2649,118,350,10,77
2650,118,330,6,67
2651,118,337,10,73
2652,118,341,9,79
2653,118,349,9,67
2654,118,330,9,11
2655,118,325,9,83
2656,118,345,10,7
2657,118,344,9,33
2658,118,284,9,42
2659,118,173,9,28
2660,118,151,9,44
2661,118,147,6,64
2662,118,140,9,47
2663,118,26,9,55
2664,10,276,2,11
2665,118,136,9,24
2666,247,105,5,9
2667,118,147,9,45
2668,119,276,10,75
2669,119,287,10,15
2670,119,271,9,59
2671,119,270,9,74
2672,119,268,10,61
2673,119,268,9,41
2674,119,161,9,78
2675,119,287,9,68
2676,119,272,9,68
2677,119,107,6,72
2678,119,484,6,10
2679,122,316,1,38
2680,119,491,10,19
2681,119,245,10,4
2682,119,82,9,35
2683,119,494,9,75
2684,119,490,6,28
2685,119,482,6,25
2686,119,504,9,82
2687,163,150,7,15
2688,119,490,9,1
2689,119,71,9,46
2690,119,484,9,52
2691,119,495,6,47
2692,120,20,10,30
2693,120,377,10,8
2694,120,28,9,8
2695,120,20,9,46
2696,120,28,10,45
2697,120,328,10,3
2700,101,258,2,26
2701,120,27,9,41
2702,120,16,9,39
2703,120,19,9,2
2704,120,557,6,28
2705,120,542,6,65
2706,22,189,7,21
2707,120,543,6,26
2708,120,560,9,26
2709,120,548,9,59
2710,120,556,9,35
2711,120,557,9,2
2712,120,552,9,42
2713,278,272,2,46
2714,120,559,9,18
2715,121,654,6,19
2716,121,637,6,26
2717,121,644,6,9
2718,121,644,9,77
2719,121,639,9,75
2720,121,249,9,32
2721,121,654,9,41
2722,121,648,9,84
2723,121,293,9,21
2724,121,641,10,57
2725,121,524,10,55
2726,249,267,11,71
